stream, dataset, path, Emergency, EmittanceScan, 2p0E34+ZeroBias+HLTPhysics, 2p0E34, 1p95E34, 1p9E34, 1p85E34, 1p8E34, 1p6E34, 1p4E34, 2p0E34_OnlyMuons, 2p0E34_NoL1CICADA, Backup1, Backup2, HIon, PRef, seed
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet100_88_70_30_v12, 0, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 0, 2048, 2048, 2048, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet103_88_75_15_PNet2BTag_0p4_0p12_VBF1_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet103_88_75_15_PNetBTag_0p4_VBF2_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet103_88_75_15_v19, 0, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 0, 2048, 2048, 2048, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet105_88_75_30_PNet1CvsAll0p5_VBF3Tight_v12, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet105_88_75_30_v11, 0, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 0, 2048, 2048, 2048, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet105_88_76_15_PNet2BTag_0p4_0p12_VBF1_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet105_88_76_15_PNetBTag_0p4_VBF2_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet105_88_76_15_v19, 0, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 0, 4096, 4096, 4096, 8, 0, L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet111_90_80_15_PNet2BTag_0p4_0p12_VBF1_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet111_90_80_15_PNetBTag_0p4_VBF2_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet111_90_80_15_v19, 0, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 4096, 0, 4096, 4096, 4096, 8, 0, L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet111_90_80_30_PNet1CvsAll0p6_VBF3Tight_v12, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
ParkingVBF2, ParkingVBF5, HLT_QuadPFJet111_90_80_30_v11, 0, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 0, 2048, 2048, 2048, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet115_40_Mjj1000_DoublePNetTauhPFJet20_eta2p3_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet115_40_Mjj1100_DoublePNetTauhPFJet20_eta2p3_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet115_40_Mjj1200_DoublePNetTauhPFJet20_eta2p3_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet115_40_Mjj850_DoublePNetTauhPFJet20_eta2p3_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet125_45_Mjj1050_v10, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet125_45_Mjj1150_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet125_45_Mjj1250_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet45_Mjj650_PNetTauhPFJet45_L2NN_eta2p3_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet45_Mass_Min550_IsoTau45er2p1_RmOvlp_dR0p5 OR L1_DoubleJet45_Mass_Min600_IsoTau45er2p1_RmOvlp_dR0p5 OR L1_DoubleJet45_Mass_Min700_IsoTau45er2p1_RmOvlp_dR0p5 OR L1_DoubleJet45_Mass_Min800_IsoTau45er2p1_RmOvlp_dR0p5
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet45_Mjj750_PNetTauhPFJet45_L2NN_eta2p3_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet45_Mass_Min550_IsoTau45er2p1_RmOvlp_dR0p5 OR L1_DoubleJet45_Mass_Min600_IsoTau45er2p1_RmOvlp_dR0p5 OR L1_DoubleJet45_Mass_Min700_IsoTau45er2p1_RmOvlp_dR0p5 OR L1_DoubleJet45_Mass_Min800_IsoTau45er2p1_RmOvlp_dR0p5
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet45_Mjj850_PNetTauhPFJet45_L2NN_eta2p3_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet45_Mass_Min550_IsoTau45er2p1_RmOvlp_dR0p5 OR L1_DoubleJet45_Mass_Min600_IsoTau45er2p1_RmOvlp_dR0p5 OR L1_DoubleJet45_Mass_Min700_IsoTau45er2p1_RmOvlp_dR0p5 OR L1_DoubleJet45_Mass_Min800_IsoTau45er2p1_RmOvlp_dR0p5
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet50_Mjj600_Ele22_eta2p1_WPTight_Gsf_v9, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet45_Mass_Min550_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min600_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min700_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min800_LooseIsoEG20er2p1_RmOvlp_dR0p2
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet50_Mjj650_Photon22_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet45_Mass_Min550_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min600_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min700_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min800_LooseIsoEG20er2p1_RmOvlp_dR0p2
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet50_Mjj700_Ele22_eta2p1_WPTight_Gsf_v3, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet45_Mass_Min550_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min600_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min700_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min800_LooseIsoEG20er2p1_RmOvlp_dR0p2
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet50_Mjj750_Photon22_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet45_Mass_Min550_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min600_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min700_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min800_LooseIsoEG20er2p1_RmOvlp_dR0p2
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet50_Mjj800_Ele22_eta2p1_WPTight_Gsf_v3, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet45_Mass_Min550_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min600_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min700_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min800_LooseIsoEG20er2p1_RmOvlp_dR0p2
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet50_Mjj850_Photon22_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet45_Mass_Min550_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min600_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min700_LooseIsoEG20er2p1_RmOvlp_dR0p2 OR L1_DoubleJet45_Mass_Min800_LooseIsoEG20er2p1_RmOvlp_dR0p2
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet75_45_Mjj1000_DiPFJet60_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_65_35_DoubleJet35_Mass_Min600_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min650_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min750_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min850_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min950_DoubleJetCentral50
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet75_45_Mjj800_DiPFJet60_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_65_35_DoubleJet35_Mass_Min600_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min650_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min750_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min850_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min950_DoubleJetCentral50
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet75_45_Mjj900_DiPFJet60_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_65_35_DoubleJet35_Mass_Min600_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min650_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min750_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min850_DoubleJetCentral50 OR L1_DoubleJet_65_35_DoubleJet35_Mass_Min950_DoubleJetCentral50
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet80_45_Mjj650_PFMETNoMu85_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_70_35_DoubleJet35_Mass_Min500_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min550_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min600_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min700_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min800_ETMHF65
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet80_45_Mjj750_PFMETNoMu85_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_70_35_DoubleJet35_Mass_Min500_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min550_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min600_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min700_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min800_ETMHF65
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet80_45_Mjj850_PFMETNoMu85_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_70_35_DoubleJet35_Mass_Min500_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min550_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min600_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min700_ETMHF65 OR L1_DoubleJet_70_35_DoubleJet35_Mass_Min800_ETMHF65
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet95_45_Mjj750_Mu3_TrkIsoVVL_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_85_35_DoubleJet35_Mass_Min600_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min650_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min700_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min800_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min900_Mu3OQ
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet95_45_Mjj850_Mu3_TrkIsoVVL_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_85_35_DoubleJet35_Mass_Min600_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min650_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min700_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min800_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min900_Mu3OQ
ParkingVBF2, ParkingVBF5, HLT_VBF_DiPFJet95_45_Mjj950_Mu3_TrkIsoVVL_v2, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_DoubleJet_85_35_DoubleJet35_Mass_Min600_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min650_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min700_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min800_Mu3OQ OR L1_DoubleJet_85_35_DoubleJet35_Mass_Min900_Mu3OQ
ParkingVBF3, ParkingVBF6, HLT_QuadPFJet100_88_70_30_PNet1CvsAll0p5_VBF3Tight_v12, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
ParkingVBF3, ParkingVBF6, HLT_QuadPFJet100_88_70_30_v12, 0, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 0, 2048, 2048, 2048, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
ParkingVBF3, ParkingVBF6, HLT_QuadPFJet103_88_75_15_PNet2BTag_0p4_0p12_VBF1_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF3, ParkingVBF6, HLT_QuadPFJet103_88_75_15_PNetBTag_0p4_VBF2_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF3, ParkingVBF6, HLT_QuadPFJet103_88_75_15_v19, 0, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 0, 2048, 2048, 2048, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF3, ParkingVBF6, HLT_QuadPFJet105_88_75_30_PNet1CvsAll0p5_VBF3Tight_v12, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
ParkingVBF3, ParkingVBF6, HLT_QuadPFJet105_88_75_30_v11, 0, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 0, 2048, 2048, 2048, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min800 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min850 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1000 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1100 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min1200 OR L1_QuadJet_95_75_65_20_DoubleJet_75_65_er2p5_Jet20_FWD3p0 OR L1_HTT360er OR L1_HTT280er
ParkingVBF3, ParkingVBF6, HLT_QuadPFJet105_88_76_15_PNet2BTag_0p4_0p12_VBF1_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
ParkingVBF3, ParkingVBF6, HLT_QuadPFJet105_88_76_15_PNetBTag_0p4_VBF2_v8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 0, L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
